Galaxy,T,D_Mpc,e_D_Mpc,f_D,Inc_deg,e_Inc_deg,L36_1e9_Lsun,e_L36_1e9_Lsun,Reff_kpc,SBeff_Lsun_pc2,Rdisk_kpc,SBdisk_Lsun_pc2,MHI_1e9_Msun,RHI_kpc,Vflat_kms,e_Vflat_kms,Q,Ref,Mbar_kg,N_baryon,Rbar_kpc,Vflat_used_kms,A_chi_obs_m2_s2,C_A_obs,f_A_obs,H_A_eff_m,H_A_eff_AU,H_A_eff_pc,epsilon_g,R_tension,p_chi,Lambda_target,theta_rms_rad,epsilon_z,Lambda_local_LPV,C_Lambda_req,f_Lambda_req,H_Lambda_eff_m,H_Lambda_eff_AU,H_Lambda_eff_pc,C_A_over_C_Lambda
UGC00191,9,17.1,5.1,1,45.0,5.0,2.004,0.063,2.5,50.21,1.58,207.41,1.343,10.03,0.0,0.0,1,"KN08,vZ97",5.5442321693e+39,3.31013263307687e+66,1.58,80.5,6480250000.0,1.8740687641354414e+32,5.661612303412256e-35,19.28832697726072,1.2893450212230006e-10,6.250921059593757e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.6055431556959647e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.17291058527871e-26
UGC00634,9,30.9,7.7,1,37.0,8.0,2.989,0.146,4.26,26.11,2.45,126.13,3.663,16.78,0.0,0.0,2,vZ97,1.26591766763e+40,7.55804456677305e+66,2.45,104.39999999999999,10899359999.999996,4.8876911595959076e+32,6.466872636717906e-35,31.14968624793776,2.0822279155566723e-10,1.0094925806500664e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.141127622411158e-09,130849971335155.17,874.6780333361735,0.004240558771273597,5.667089736250235e-26
UGC00731,10,12.5,3.75,1,57.0,3.0,0.323,0.019,1.4,25.63,2.3,82.57,1.807,11.57,73.3,2.3,1,"Sw09,Sw02",5.1000477407e+39,3.044936420631983e+66,2.3,73.3,5372890000.0,2.26189510004957e+32,7.42838203360617e-35,21.190345044632753,1.4164870760177708e-10,6.867323135682586e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.8324707761120435e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.622580291473527e-26
UGC00891,9,10.2,3.1,1,60.0,5.0,0.374,0.017,1.76,19.09,1.43,113.98,0.428,6.23,0.0,0.0,2,vZ97,1.5037605528e+39,8.97806355534613e+65,1.43,59.35,3522422500.0,9.219644141047024e+31,1.0269078720830664e-34,13.528787579170913,9.043435923163118e-11,4.3843814597869266e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,9.606407187242053e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.0689822449405103e-26
UGC01230,9,53.7,10.7,1,22.0,10.0,7.62,0.379,6.45,28.63,4.34,69.32,6.43,26.29,103.7,6.1,1,"dB02,VdH93",2.4581267293e+40,1.4676018706341018e+67,4.34,103.7,10753690000.0,8.542478939403429e+32,5.820705949163522e-35,41.180703065986556,2.752759974008544e-10,1.334575696210073e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.876725561022118e-10,130849971335155.17,874.6780333361735,0.004240558771273597,9.904675467185075e-26
UGC01281,8,5.27,0.24,2,90.0,1.0,0.353,0.009,2.01,13.83,1.63,135.78,0.294,5.26,55.2,3.5,1,"dB02,Sw02",1.1284964944e+39,6.737584138540722e+65,1.63,55.2,3047040000.0,9.090806929844912e+31,1.3492680377589868e-34,13.433927980603,8.980026198062055e-11,4.3536395575425364e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.2800869346066978e-08,130849971335155.17,874.6780333361735,0.004240558771273597,1.0540440662911262e-26
UGC02023,10,10.4,3.1,1,19.0,10.0,1.308,0.033,2.73,27.59,1.55,121.57,0.477,6.5,0.0,0.0,2,"Sw09,Sw02",2.5619646327e+39,1.5295973322415512e+66,1.55,48.1,2313610000.0,6.563848149862036e+31,4.2912262015016934e-35,11.415135242913884,7.630546604373483e-11,3.6993933881441786e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.638538486413433e-09,130849971335155.17,874.6780333361735,0.004240558771273597,7.610529238812132e-27
UGC02259,8,10.5,3.1,1,41.0,3.0,1.725,0.038,2.4,47.08,1.62,172.52,0.494,7.28,86.2,2.9,2,"Be91,Ca88",3.0215199344e+39,1.8039705825689665e+66,1.62,86.2,7430440000.0,2.203262388064975e+32,1.2213405303579797e-34,20.913894306640124,1.3980074855864994e-10,6.777731553058774e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.780950149573504e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.5545979191331505e-26
UGC02487,0,69.1,10.4,1,36.0,5.0,489.955,4.061,9.63,818.14,7.89,1150.35,17.963,40.2,332.0,3.5,1,"No07,No05",5.346365286163e+41,3.1919980371803056e+68,7.89,332.0,110224000000.0,1.591804928767625e+34,4.986860612777091e-35,177.76518988785585,1.188286899111966e-09,5.7609774577270815e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.7019732863551632e-11,130849971335155.17,874.6780333361735,0.004240558771273597,1.845636534587703e-24
UGC02885,5,80.6,8.06,1,64.0,4.0,403.525,4.088,12.2,421.53,11.4,470.79,40.075,74.24,289.5,12.0,1,"Sa96,RA85",5.071836322575e+41,3.028093053884459e+68,11.4,289.5,83810250000.0,1.7487940296577468e+34,5.775232129720656e-35,186.32499983306292,1.2455056944407626e-09,6.038382005647151e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.8482260198363072e-11,130849971335155.17,874.6780333361735,0.004240558771273597,2.027659353400812e-24
UGC02916,2,65.4,9.8,1,50.0,5.0,124.153,1.83,2.8,2425.66,6.15,520.99,23.273,34.24,182.7,6.9,2,"No07,No05",1.849865488273e+41,1.1044451120646788e+68,6.15,182.7,33379290000.0,3.757412578939355e+33,3.402081767481545e-35,86.36668312398828,5.773256178036516e-10,2.798953579662254e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,7.809073834765832e-11,130849971335155.17,874.6780333361735,0.004240558771273597,4.3565752347423685e-25
UGC02953,2,16.5,4.95,1,50.0,4.0,259.518,0.717,5.03,1544.65,3.55,4215.31,7.678,24.0,264.9,6.0,2,"No07,No05",2.783276173678e+41,1.6617293446641657e+68,3.55,264.9,70172010000.0,4.559623088502888e+33,2.743902370830663e-35,95.14068426609367,6.359761928489378e-10,3.083299591531217e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.19019144378313e-11,130849971335155.17,874.6780333361735,0.004240558771273597,5.286707437578898e-25
UGC03205,2,50.0,10.0,1,67.0,4.0,113.642,1.361,5.35,587.26,3.19,3915.89,9.677,28.6,219.6,8.6,1,"No07,No05",1.385792780427e+41,8.273747861018788e+67,3.19,219.6,48224160000.0,2.815736620034063e+33,3.403217825020048e-35,74.76490969563393,4.997725525489978e-10,2.4229657091878866e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.0424167585761187e-10,130849971335155.17,874.6780333361735,0.004240558771273597,3.2647382124483944e-25
UGC03546,1,28.7,7.2,1,55.0,5.0,101.336,0.747,2.58,2403.42,3.79,922.21,2.675,18.37,196.9,7.4,1,"No07,No05",1.078262771025e+41,6.437668330639881e+67,3.79,196.9,38769610000.0,2.689473792805915e+33,4.1777141267210815e-35,73.0693858161786,4.88438675458892e-10,2.3680175224549145e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.339723170501087e-10,130849971335155.17,874.6780333361735,0.004240558771273597,3.118341325065328e-25
UGC03580,1,20.7,5.2,1,63.0,4.0,13.266,0.195,1.84,614.94,2.43,302.57,4.37,19.97,126.2,3.2,2,"No07,No05",2.4746707997e+40,1.477479355133795e+67,2.43,126.2,15926440000.0,7.083724428386517e+32,4.794465928591633e-35,37.50011741139055,2.5067280193173596e-10,1.2152960385856653e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.837437522623307e-10,130849971335155.17,874.6780333361735,0.004240558771273597,8.213305769886906e-26
UGC04278,7,9.51,2.85,1,90.0,3.0,1.307,0.026,2.46,34.11,2.21,377.42,1.116,8.9,91.4,4.8,1,"dB02,Sw02",4.2509113966e+39,2.5379674054992923e+66,2.21,91.4,8353960000.0,3.379257914546543e+32,1.3314819990297488e-34,25.900757655441353,1.7313587108055913e-10,8.393863899067192e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.3982680029188837e-09,130849971335155.17,874.6780333361735,0.004240558771273597,3.91811945934251e-26
UGC04325,9,9.6,2.88,1,41.0,3.0,2.026,0.035,2.79,41.0,1.86,213.22,0.678,6.61,90.9,2.7,1,"Sw09,Sw02",3.8074030478e+39,2.273174840257517e+66,1.86,90.9,8262810000.0,2.813049570039628e+32,1.2374981106692836e-34,23.631456574595337,1.5796653029898598e-10,7.658433504635244e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.794117933129266e-09,130849971335155.17,874.6780333361735,0.004240558771273597,3.26162268142423e-26
UGC04483,10,3.34,0.31,2,58.0,3.0,0.013,0.001,0.26,29.71,0.18,82.57,0.032,1.46,0.0,0.0,2,"Le14,Le12",9.755433819999999e+37,5.824391701381586e+64,0.18,23.8,566440000.0,1.8662210927774046e+30,3.2041476405763095e-35,1.9247899632561287,1.2866426201453473e-11,6.237819449450843e-17,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.4807887018507812e-07,130849971335155.17,874.6780333361735,0.004240558771273597,2.1638115124538486e-28
UGC04499,8,12.5,3.75,1,50.0,3.0,1.552,0.043,2.69,33.79,1.73,127.3,1.1,8.67,72.8,2.4,1,"Sw09,Sw02",4.45218433e+39,2.658135552261185e+66,1.73,72.8,5299840000.0,1.67820703081993e+32,6.313474229680788e-35,18.252592862894886,1.220110471993161e-10,5.915262492872978e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.244640183689116e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.9458164456628424e-26
UGC05005,10,53.7,10.7,1,41.0,10.0,4.1,0.283,5.02,25.63,3.2,65.59,3.093,21.61,98.9,7.2,1,"dB02,VH93",1.22563126543e+40,7.31751832162427e+66,3.2,98.9,9781210000.0,5.729005457833418e+32,7.829164487232537e-35,33.72418138939294,2.2543222862458121e-10,1.0929262860020974e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.1786363965870981e-09,130849971335155.17,874.6780333361735,0.004240558771273597,6.64256127666085e-26
UGC05253,2,22.9,5.72,1,37.0,4.0,171.582,0.79,4.28,1488.78,8.07,189.16,16.396,36.64,213.7,7.1,2,"No07,No05",2.139547587496e+41,1.2773971350996974e+68,8.07,213.7,45667690000.0,6.74557932128643e+33,5.280722130913466e-35,115.72079945630634,7.735457658242346e-10,3.750255702359423e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,6.751771386966644e-11,130849971335155.17,874.6780333361735,0.004240558771273597,7.821239535904854e-25
UGC05414,10,9.4,2.82,1,55.0,3.0,1.123,0.028,2.33,32.87,1.47,127.3,0.574,6.65,0.0,0.0,1,"Sw09,Sw02",2.6345636723999998e+39,1.5729419186698922e+66,1.47,56.666666666666664,3211111111.1111107,8.639912466562057e+31,5.492836298665192e-35,13.096536866688606,8.754494168538059e-11,4.244298544100903e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,5.4831607729371825e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.0017645890990039e-26
UGC05716,9,21.3,5.3,1,54.0,10.0,0.588,0.042,1.84,27.59,1.14,90.54,1.094,10.64,73.1,1.2,2,vZ97,3.4778737994000004e+39,2.0764324446698785e+66,1.14,73.1,5343610000.0,1.1150036260265817e+32,5.36980448792713e-35,14.877841867760706,9.945223015637953e-11,4.821580179666717e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.15361137738844e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.2928037796601387e-26
UGC05721,7,6.18,1.85,1,61.0,5.0,0.531,0.011,0.6,233.79,0.38,913.76,0.562,6.74,79.7,6.6,1,"dB02,Sw02",2.0142405712000002e+39,1.2025837378376462e+66,0.38,79.7,6352090000.0,4.418113960941005e+31,3.673851410035838e-35,9.365268984716725,6.26029564518175e-11,3.035076976574562e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,7.1718028069024744e-09,130849971335155.17,874.6780333361735,0.004240558771273597,5.122633051901474e-27
UGC05750,8,58.7,11.7,1,64.0,10.0,3.336,0.264,8.8,6.87,3.46,124.98,1.099,16.79,0.0,0.0,1,"dB01,VdH93",6.2232549049e+39,3.715536888720528e+66,3.46,76.63333333333334,5872667777.77778,3.719188637519746e+32,1.0009828320666938e-34,27.172268772225063,1.816353979176327e-10,8.805932588424285e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.321250921432589e-09,130849971335155.17,874.6780333361735,0.004240558771273597,4.312256046187909e-26
UGC05764,10,7.47,2.24,1,60.0,10.0,0.085,0.006,1.2,9.31,1.17,33.79,0.163,3.51,0.0,0.0,2,vZ97,5.155903863e+38,3.0782848027950094e+65,1.17,51.48333333333333,2650533611.1111107,5.676175986708497e+31,1.8439411394146065e-34,10.615237726697604,7.095848140770098e-11,3.440164257721008e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.801785402938768e-08,130849971335155.17,874.6780333361735,0.004240558771273597,6.5813075386877e-27
UGC05829,10,8.64,2.59,1,34.0,10.0,0.564,0.019,2.91,10.59,1.99,63.22,1.023,7.87,0.0,0.0,2,"Sw09,Sw02",3.2662409372999997e+39,1.9500789981191155e+66,1.99,64.96666666666665,4220667777.7777767,1.5373435131567034e+32,7.883493513029459e-35,17.469772860487932,1.167782186921724e-10,5.661567807756653e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.42274053250046e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.7824906198086217e-26
UGC05918,10,7.66,2.3,1,46.0,5.0,0.233,0.011,2.63,5.36,1.66,24.94,0.297,5.9,0.0,0.0,2,"Sw09,Sw02",1.0171222896999999e+39,6.0726347312957505e+65,1.66,42.76666666666667,1828987777.7777781,5.557194098298924e+31,9.151207579898612e-35,10.503392175221428,7.021084007462031e-11,3.4039175830369605e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.420255590561266e-08,130849971335155.17,874.6780333361735,0.004240558771273597,6.4433526195677056e-27
UGC05986,9,8.63,2.59,1,90.0,3.0,4.695,0.048,3.12,76.71,1.67,1725.16,2.667,16.53,113.0,4.1,2,"Sw09,Sw02",1.17212551467e+40,6.998067176290443e+66,1.67,113.0,12769000000.0,3.903103183747687e+32,5.577401710248595e-35,27.835999167776148,1.860721615723916e-10,9.021032960391953e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.2324393592247717e-09,130849971335155.17,874.6780333361735,0.004240558771273597,4.5254978823111336e-26
UGC05999,10,47.7,9.5,1,22.0,10.0,3.384,0.231,4.83,22.95,3.22,51.62,2.022,15.26,0.0,0.0,2,"dB97,VH93",8.712004072199999e+39,5.2014216032603115e+66,3.22,96.3,9273690000.0,5.4656915660901646e+32,1.0508072567438498e-34,32.940057941223756,2.2019068712068077e-10,1.0675145756901533e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.658141578285683e-09,130849971335155.17,874.6780333361735,0.004240558771273597,6.337258956079352e-26
UGC06399,9,18.0,2.5,4,75.0,2.0,2.296,0.072,3.45,30.82,2.05,311.05,0.674,8.8,85.0,3.8,1,"VS01,SV98",4.0652678374e+39,2.427130632315235e+66,2.05,85.0,7225000000.0,2.710992942314115e+32,1.1169538656961797e-34,23.198825171347718,1.5507456799214803e-10,7.518227215474431e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.553452505492967e-09,130849971335155.17,874.6780333361735,0.004240558771273597,3.143291950489221e-26
UGC06446,7,12.0,3.6,1,51.0,3.0,0.988,0.032,2.06,37.05,1.49,86.46,1.379,10.33,82.2,4.3,1,"VS01,SV98",4.6292973529e+39,2.7638792475000878e+66,1.49,82.2,6756840000.0,1.842750670807332e+32,6.667261865633563e-35,19.126481623072266,1.2785263275189296e-10,6.198470552399084e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.1205029794121014e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.1365984617292899e-26
UGC06614,1,88.7,8.87,1,36.0,10.0,124.35,2.52,3.68,1461.61,5.1,540.54,21.888,60.63,199.8,16.0,1,"dB01,VH93",1.815195519588e+41,1.083745727329775e+68,5.1,199.8,39920040000.0,3.7264716222747946e+33,3.438511016284597e-35,86.01034857126088,5.749436684412707e-10,2.78740556327633e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,7.958226001785081e-11,130849971335155.17,874.6780333361735,0.004240558771273597,4.320700386635561e-25
UGC06628,9,15.1,4.53,1,20.0,10.0,3.739,0.076,4.14,34.74,2.82,103.0,1.5,10.47,41.8,6.4,2,"Sw09,Sw02",7.684442315e+39,4.587925342435618e+66,2.82,41.8,1747240000.0,9.018583826518045e+31,1.9657215742160046e-35,13.380457770601366,8.944283570341864e-11,4.336311042624983e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.879867866808107e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.0456700755003973e-26
UGC06667,6,18.0,2.5,4,89.0,1.0,1.397,0.066,3.5,18.06,5.15,614.94,0.809,8.59,83.8,3.1,1,"VS01,SV98",3.5284803609e+39,2.1066466250205022e+66,5.15,83.8,7022440000.0,6.619602949163328e+32,3.142246483364957e-34,36.25081449893492,2.423217277713226e-10,1.1748088885363781e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.094038992645652e-09,130849971335155.17,874.6780333361735,0.004240558771273597,7.675174782188317e-26
UGC06786,0,29.3,7.32,1,64.0,3.0,73.407,0.676,3.42,992.73,3.6,1078.52,5.03,20.31,219.4,7.8,1,"No07,No05",8.6286474097999995e+40,5.151654277511858e+67,3.6,219.4,48136360000.0,3.171848399178255e+33,6.156951201139593e-35,79.35202414578619,5.304355187308571e-10,2.5716239642715306e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.6741599808449974e-10,130849971335155.17,874.6780333361735,0.004240558771273597,3.6776361109957957e-25
UGC06787,2,21.3,5.32,1,66.0,3.0,98.256,0.543,2.88,1891.6,5.37,429.37,5.03,26.44,248.1,4.8,2,"No07,No05",1.1099221961299999e+41,6.626688005473853e+67,5.37,248.1,61553610000.0,6.050126966088894e+33,9.129940871052475e-35,109.5933097382665,7.325860269631933e-10,3.5516772846143553e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.3015089014957444e-10,130849971335155.17,874.6780333361735,0.004240558771273597,7.01488930314652e-25
UGC06818,9,18.0,2.5,4,75.0,3.0,1.588,0.057,2.12,56.08,1.39,286.31,1.079,6.96,71.2,4.0,2,"VS01,SV98",4.4324388229e+39,2.6463466795349885e+66,1.39,71.2,5069440000.0,1.2897675972969173e+32,4.873766567589523e-35,16.00138333832511,1.069626410018489e-10,5.185695172530415e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.2590943179352513e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.495435876393176e-26
UGC06917,9,18.0,2.5,4,56.0,2.0,6.832,0.12,4.52,53.07,2.76,261.11,2.023,12.67,108.7,3.5,1,"VS01,SV98",1.2142771017299999e+40,7.249729335454501e+66,2.76,108.7,11815690000.0,5.969044886019563e+32,8.233472740600392e-35,34.42343626390197,2.3010645875390772e-10,1.115587593155616e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.18965729994644e-09,130849971335155.17,874.6780333361735,0.004240558771273597,6.920877752753734e-26
UGC06923,10,18.0,2.5,4,65.0,2.0,2.89,0.077,1.66,166.28,1.44,347.4,0.809,6.75,79.6,2.5,2,"VS01,SV98",5.0128732159e+39,2.992889675383599e+66,1.44,79.6,6336160000.0,1.670033957942586e+32,5.580005075624906e-35,18.208092439681657,1.2171358024336945e-10,5.900840887880883e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.8817278155947636e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.93634008230345e-26
UGC06930,7,18.0,2.5,4,32.0,5.0,8.932,0.14,4.38,73.93,3.94,189.16,3.237,16.76,107.2,5.1,1,"VS01,SV98",1.74412879487e+40,1.0413159954153117e+67,3.94,107.2,11491840000.0,8.287479497595407e+32,7.958659555872935e-35,40.56140892341309,2.7113627175051155e-10,1.31450573989681e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,8.282493944712224e-10,130849971335155.17,874.6780333361735,0.004240558771273597,9.609013431218945e-26
UGC06983,6,18.0,2.5,4,49.0,1.0,5.298,0.102,3.95,53.56,3.21,121.57,2.967,16.07,109.0,5.8,1,"VS01,SV98",1.31141783817e+40,7.829699134467737e+66,3.21,109.0,11881000000.0,6.980631340629938e+32,8.915580561582436e-35,37.22623802687619,2.488420313249565e-10,1.2064202122142662e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.1015357395524762e-09,130849971335155.17,874.6780333361735,0.004240558771273597,8.093773303446871e-26
UGC07089,8,18.0,2.5,4,80.0,3.0,3.585,0.089,3.9,37.4,2.26,520.99,1.214,9.29,0.0,0.0,2,"VS01,SV98",6.7749559064e+39,4.044924878436859e+66,2.26,76.8,5898240000.0,2.439874868582264e+32,6.031941116110768e-35,22.00825327682777,1.4711608643790524e-10,7.132389141638952e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.132225859752498e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.8289409813325015e-26
UGC07125,9,19.8,5.9,1,90.0,3.0,2.712,0.08,3.92,28.11,3.38,103.0,4.629,23.04,65.2,2.1,1,"Sw09,Sw02",1.4938520067899997e+40,8.918905496137027e+66,3.38,65.2,4251040000.0,2.6299565059487275e+32,2.9487435505262603e-35,22.84946740694531,1.527392555791592e-10,7.405008074726239e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,9.670125364928292e-10,130849971335155.17,874.6780333361735,0.004240558771273597,3.0493333222139946e-26
UGC07151,6,6.87,0.34,2,90.0,3.0,2.284,0.025,2.17,76.71,1.25,965.67,0.616,6.39,73.5,2.8,1,"Sw09,Sw02",3.8999464416e+39,2.328427019177676e+66,1.25,73.5,5402250000.0,1.2360082388907441e+32,5.308340045492436e-35,15.664353716635368,1.0470973713287865e-10,5.076471310740277e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.7040857864659464e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.433103969915638e-26
